text,actual,predicted,error_type
Polaroid film today?! I hope so. Green tea = Yum. I got a 8/9 on my appearance for my 'job' interview. Too much cleavage?,neutral,positive,neutral -> positive
hearing the birds chirp makes me think its nice outside...well its not  rain rain go away!!!,positive,neutral,positive -> neutral
 lucky! I can`t see it tonight....,neutral,positive,neutral -> positive
 I would but you`re too far away,negative,neutral,negative -> neutral
 she will,neutral,negative,neutral -> negative
"17 things to do, the last thing on my mind is cleaning up everyone`s cake mess",negative,neutral,negative -> neutral
Busy week this week; quick trip to chase some oil and gas in htown and then back to office for fun week with the devel team,positive,neutral,positive -> neutral
Today was eventful...,positive,neutral,positive -> neutral
http://twitpic.com/67ykl - The stolen purse -- when it was new from the store...see tags still on it,negative,neutral,negative -> neutral
is tired. 04:30 alarm setting will do that  Off to bed as soon as my bloody iPhone Backup and Sync finishes.,negative,neutral,negative -> neutral
 You`re welcome!  How much longer until it`s colored in?,neutral,positive,neutral -> positive
 You bet!...I`ll be there in spirit (I`m in the UK really LOL) Like the pic BTW ****  x,positive,neutral,positive -> neutral
" im not a supermodel, i still eat mcdonalds baby thats just me!  ****",neutral,negative,neutral -> negative
"I hate dreaming that your at some awesome party and you wake up at home, there was jager at the party too",negative,neutral,negative -> neutral
 I hate it when that happens!! Exciting though.,neutral,negative,neutral -> negative
"going to my bff`s. haha. but thats in like 2 hourssss sooooo...calllll me. actually darn, i have hw",negative,neutral,negative -> neutral
 it was days yesterday and probably today that I wish I had taken the top off my jeep.  I need help haha. IT`S FRICKEN HOT,neutral,positive,neutral -> positive
I love my Boogah! Can anyone contain Lebron James?  Talk about so sick,neutral,positive,neutral -> positive
"claire  love the show, got into the office @ 5am and no radio",positive,neutral,positive -> neutral
"quitting my beloved job... having a long luvly  vacation at Koh Tao (turtle island), south of Thailand... SEA, SAND, SUN...WANNA JOIN ME?",positive,neutral,positive -> neutral
anywho im having an early night good night twitter world.,neutral,positive,neutral -> positive
 aw i wish i could.  i have to get ready for atlanta and i have to come into work since I am behind on work,neutral,negative,neutral -> negative
working today.  Can`t find my key so I had to borrow Miranda`s.,neutral,negative,neutral -> negative
" thanks, still waiting... i don`t know what`s taking him so long - is it a bad sign or good sign?",neutral,negative,neutral -> negative
saying goodbye to my parents at the airport.  it was great having them around.,positive,neutral,positive -> neutral
 missed the cutoff for the free chocolate  eh well...bikini season is coming.....,negative,neutral,negative -> neutral
  okay for your Mom and My Mom too!,neutral,positive,neutral -> positive
thinks malibu is the drink for me lets all hit the bottle  woop woop ****,positive,neutral,positive -> neutral
"  hey!, which song was that? I would like to listen to it",positive,neutral,positive -> neutral
Star Warz day? Really..that is a hot topic? Man..oh man.. I`m just waiting for Star Trek!,negative,neutral,negative -> neutral
  Joe and I loveee you.,positive,neutral,positive -> neutral
A little bit of good news.,positive,neutral,positive -> neutral
"_Bee same here : /   Coincidently, my friend just cancelled our movie date",negative,neutral,negative -> neutral
" haha no chance, I tweet rubbish back!",negative,neutral,negative -> neutral
  I don`t think I like this Roy Williams who dissects frogs while still alive >  You look like Chachi from Happy Days,negative,positive,negative -> positive
Why don`t we close the library due to the great weather?  And the ac isn`t working  #fb,positive,negative,positive -> negative
"; Re: Home - that`s exactly what I meant... home in D-town. ;) Also, re: computer... uh... I brokt it...",negative,neutral,negative -> neutral
So I thought the Cavs would crush the Magic and I come home from up north to realize how wrong I was.,negative,neutral,negative -> neutral
mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,positive,neutral,positive -> neutral
 http://twitpic.com/45r61 -  saddest thing i`ve seen a while,negative,neutral,negative -> neutral
 - sigh,neutral,negative,neutral -> negative
" if I could make it to Philadelphia this year I would be there!! but sadly, i cannot",negative,neutral,negative -> neutral
"#BGT Quite an awkward moment, poor girl  I hope she doesn`t loose it again.",neutral,negative,neutral -> negative
"I`m struggling today...Nola woke up at 3:30, so I`m running on no sleep.",negative,neutral,negative -> neutral
"_M Melted maybe 2 square inches of skin. Ran it under cold water for a min or two and then iced until the ice melted. Now, hurts",negative,neutral,negative -> neutral
also finally home with no friends or anyone.. kinda nice to sit in a quiet room.. do wish the gf was here tho...,positive,neutral,positive -> neutral
"Ive been up since 530,i hate wen i cant sleep. Garys takn a nap and i mite do the same",neutral,negative,neutral -> negative
 you the the Queen of Sass oh Scenie!!!,positive,neutral,positive -> neutral
" hilarious. so if she acts up, all you have to do is say 1 little word...'gummed up' grosses me out; hub says it 2 torment",positive,neutral,positive -> neutral
He still doesn`t love me... I won`t ask again,negative,neutral,negative -> neutral
 p.s. i heart your face,positive,neutral,positive -> neutral
 ah helping my friend move and will defo be having a well deserved pint after it that`s for sure,positive,neutral,positive -> neutral
"Having a hectic day travelling from PJ to UNITEN, back to PJ. Working now at CC office.",negative,neutral,negative -> neutral
" that happened to me so often, i hated it. every time i moved to a username that i thought i`d love, i moved soon after.",negative,neutral,negative -> neutral
 Haha I should. But I won`t. lol Then I might miss something.,positive,neutral,positive -> neutral
there`s no point in bein on here if no one else in on,neutral,negative,neutral -> negative
 no happy hour for me today,positive,negative,positive -> negative
" Yes, I liked it very very much  It wasn`t even cheesy!",positive,negative,positive -> negative
mary hates me again  i wana walmart it butno one wants to go,negative,neutral,negative -> neutral
 I really wish I could convince Brandon to move somewhere like that. All he wants to do is move to Lexington.,positive,negative,positive -> negative
 that sounds great right about now. It`s ridiculously hot in my house,neutral,negative,neutral -> negative
got woken up early AGAIN  I kinda wana just chill today but there`s so much to do!,negative,neutral,negative -> neutral
"Need to come up with another blog post today. But for now, I AM SLEEEEEPPYYYYYY!!!!!!!!",negative,neutral,negative -> neutral
is sooo close to finishing her exams  role on monday and i will have my life back.,positive,negative,positive -> negative
"So twitter is a journey now.  well, okay.",neutral,positive,neutral -> positive
" Blow me away it IS raining harder here. Yay you, well done",neutral,positive,neutral -> positive
 =o YOU SAW FLEETWOOD MAC! I`m insanely jealous. I don`t have enough money to buy tickets.  I think I`ll never see them. =(,negative,neutral,negative -> neutral
" My day was cool, a lil twisted...  I won`t spam twitter like I did last week tho.",neutral,positive,neutral -> positive
Headache  hanging out with my puffy. I love him <3,neutral,positive,neutral -> positive
Theres a spider above my bed  calming my fears by listening to greeeeen day<3,positive,neutral,positive -> neutral
 I`m afraid your comments on MP`s expenses were hopelessly out of touch with the average person average salary. V.insensitive,negative,neutral,negative -> neutral
" i think in the end, remembering the poetry and feeling behind something is far more important than the name.",positive,neutral,positive -> neutral
 YES!!! haahaaa.! break out the jellybeaniesss!,positive,neutral,positive -> neutral
 well i miss her i think she would really like it  re:trina,neutral,negative,neutral -> negative
"mmmmmm, late night Brusters ice cream! om nom nom nom",positive,neutral,positive -> neutral
Fixed my favourites. $180 and the heels fell off after 4 wears,positive,neutral,positive -> neutral
WALES HERE I AM! 1st 2 weeks away in wales. but idk if the guys at school really like me...,neutral,negative,neutral -> negative
 i know its awful  but never fear i`ve got loads of funds so we can have a drunken catch up post-exams ja?,neutral,negative,neutral -> negative
Heading to XS with Nadia!! Yeee!,positive,neutral,positive -> neutral
mmmmm my hair smells guuud.  the wonders of 'pantien' ;D,positive,neutral,positive -> neutral
" they really do need to mind their own business, eating disorders are NOT the only reason people have to vomit, assholes",negative,neutral,negative -> neutral
This song is a slap on you face!!  ? http://blip.fm/~5jib6,negative,neutral,negative -> neutral
I have the immense pleasure of being entertained by Pride & Prejudice for the 3rd time and I must say that I find it very much agreeable,positive,negative,positive -> negative
"the #liesgirlstell and #liesboystell threads show how women and men alike are screwed up and struggle to have real, honest relationships",neutral,negative,neutral -> negative
